YEAR,OCC1950,MARST,mariageStatusCount,Count,percent,MaritalStatus,Profession
2018,820,1,5714,13197,43.29771918,"Married, spouse present","Farm laborers, wage workers"
2018,820,2,537,13197,4.069106615,"Married, spouse absent","Farm laborers, wage workers"
2018,820,3,291,13197,2.205046602,Separated,"Farm laborers, wage workers"
2018,820,4,1039,13197,7.87300144,Divorced,"Farm laborers, wage workers"
2018,820,5,277,13197,2.098961885,Widowed,"Farm laborers, wage workers"
2018,820,6,5339,13197,40.45616428,Never married/single,"Farm laborers, wage workers"
2019,820,1,5061,11915,42.47587075,"Married, spouse present","Farm laborers, wage workers"
2019,820,2,606,11915,5.086026018,"Married, spouse absent","Farm laborers, wage workers"
2019,820,3,254,11915,2.131766681,Separated,"Farm laborers, wage workers"
2019,820,4,910,11915,7.637431809,Divorced,"Farm laborers, wage workers"
2019,820,5,264,11915,2.215694503,Widowed,"Farm laborers, wage workers"
2019,820,6,4820,11915,40.45321024,Never married/single,"Farm laborers, wage workers"
1880,840,1,194,372,52.15053763,"Married, spouse present","Farm service laborers, self-employed"
1880,840,2,18,372,4.838709677,"Married, spouse absent","Farm service laborers, self-employed"
1880,840,5,12,372,3.225806452,Widowed,"Farm service laborers, self-employed"
1880,840,6,148,372,39.78494624,Never married/single,"Farm service laborers, self-employed"
1900,840,1,183,424,43.16037736,"Married, spouse present","Farm service laborers, self-employed"
1900,840,2,13,424,3.066037736,"Married, spouse absent","Farm service laborers, self-employed"
1900,840,5,14,424,3.301886792,Widowed,"Farm service laborers, self-employed"
1900,840,6,214,424,50.47169811,Never married/single,"Farm service laborers, self-employed"
1910,840,1,37,63,58.73015873,"Married, spouse present","Farm service laborers, self-employed"
1910,840,2,2,63,3.174603175,"Married, spouse absent","Farm service laborers, self-employed"
1910,840,5,5,63,7.936507937,Widowed,"Farm service laborers, self-employed"
1910,840,6,19,63,30.15873016,Never married/single,"Farm service laborers, self-employed"
1920,840,1,40,61,65.57377049,"Married, spouse present","Farm service laborers, self-employed"
1920,840,2,3,61,4.918032787,"Married, spouse absent","Farm service laborers, self-employed"
1920,840,5,4,61,6.557377049,Widowed,"Farm service laborers, self-employed"
1920,840,6,14,61,22.95081967,Never married/single,"Farm service laborers, self-employed"
1930,840,1,74,115,64.34782609,"Married, spouse present","Farm service laborers, self-employed"
1930,840,2,5,115,4.347826087,"Married, spouse absent","Farm service laborers, self-employed"
1930,840,5,11,115,9.565217391,Widowed,"Farm service laborers, self-employed"
1930,840,6,25,115,21.73913043,Never married/single,"Farm service laborers, self-employed"
1950,840,1,68,92,73.91304348,"Married, spouse present","Farm service laborers, self-employed"
1950,840,2,3,92,3.260869565,"Married, spouse absent","Farm service laborers, self-employed"
1950,840,3,1,92,1.086956522,Separated,"Farm service laborers, self-employed"
1950,840,5,2,92,2.173913043,Widowed,"Farm service laborers, self-employed"
1950,840,6,18,92,19.56521739,Never married/single,"Farm service laborers, self-employed"
1960,840,1,246,315,78.0952381,"Married, spouse present","Farm service laborers, self-employed"
1960,840,2,3,315,0.952380952,"Married, spouse absent","Farm service laborers, self-employed"
1960,840,3,6,315,1.904761905,Separated,"Farm service laborers, self-employed"
1960,840,4,11,315,3.492063492,Divorced,"Farm service laborers, self-employed"
1960,840,5,8,315,2.53968254,Widowed,"Farm service laborers, self-employed"
1960,840,6,41,315,13.01587302,Never married/single,"Farm service laborers, self-employed"
1970,840,1,88,115,76.52173913,"Married, spouse present","Farm service laborers, self-employed"
1970,840,2,2,115,1.739130435,"Married, spouse absent","Farm service laborers, self-employed"
1970,840,3,3,115,2.608695652,Separated,"Farm service laborers, self-employed"
1970,840,4,4,115,3.47826087,Divorced,"Farm service laborers, self-employed"
1970,840,5,4,115,3.47826087,Widowed,"Farm service laborers, self-employed"
1970,840,6,14,115,12.17391304,Never married/single,"Farm service laborers, self-employed"
1880,910,1,2442,4991,48.92807053,"Married, spouse present",Fishermen and oystermen
1880,910,2,321,4991,6.431576838,"Married, spouse absent",Fishermen and oystermen
1880,910,4,11,4991,0.220396714,Divorced,Fishermen and oystermen
1880,910,5,190,4991,3.806852334,Widowed,Fishermen and oystermen
1880,910,6,2027,4991,40.61310359,Never married/single,Fishermen and oystermen
1900,910,1,1753,3479,50.38804254,"Married, spouse present",Fishermen and oystermen
1900,910,2,100,3479,2.874389192,"Married, spouse absent",Fishermen and oystermen
1900,910,4,10,3479,0.287438919,Divorced,Fishermen and oystermen
1900,910,5,198,3479,5.691290601,Widowed,Fishermen and oystermen
1900,910,6,1418,3479,40.75883875,Never married/single,Fishermen and oystermen
1910,910,1,344,685,50.2189781,"Married, spouse present",Fishermen and oystermen
1910,910,2,24,685,3.503649635,"Married, spouse absent",Fishermen and oystermen
1910,910,4,6,685,0.875912409,Divorced,Fishermen and oystermen
1910,910,5,30,685,4.379562044,Widowed,Fishermen and oystermen
1910,910,6,281,685,41.02189781,Never married/single,Fishermen and oystermen
1920,910,1,288,527,54.64895636,"Married, spouse present",Fishermen and oystermen
1920,910,2,16,527,3.036053131,"Married, spouse absent",Fishermen and oystermen
1920,910,4,4,527,0.759013283,Divorced,Fishermen and oystermen
1920,910,5,34,527,6.451612903,Widowed,Fishermen and oystermen
1920,910,6,185,527,35.10436433,Never married/single,Fishermen and oystermen
1930,910,1,2252,4010,56.159601,"Married, spouse present",Fishermen and oystermen
1930,910,2,170,4010,4.239401496,"Married, spouse absent",Fishermen and oystermen
1930,910,4,55,4010,1.371571072,Divorced,Fishermen and oystermen
1930,910,5,220,4010,5.486284289,Widowed,Fishermen and oystermen
1930,910,6,1313,4010,32.74314214,Never married/single,Fishermen and oystermen
1940,910,1,400,714,56.02240896,"Married, spouse present",Fishermen and oystermen
1940,910,2,54,714,7.56302521,"Married, spouse absent",Fishermen and oystermen
1940,910,4,9,714,1.260504202,Divorced,Fishermen and oystermen
1940,910,5,21,714,2.941176471,Widowed,Fishermen and oystermen
1940,910,6,230,714,32.21288515,Never married/single,Fishermen and oystermen
1950,910,1,692,1014,68.24457594,"Married, spouse present",Fishermen and oystermen
1950,910,2,23,1014,2.268244576,"Married, spouse absent",Fishermen and oystermen
1950,910,3,12,1014,1.183431953,Separated,Fishermen and oystermen
1950,910,4,24,1014,2.366863905,Divorced,Fishermen and oystermen
1950,910,5,21,1014,2.071005917,Widowed,Fishermen and oystermen
1950,910,6,242,1014,23.86587771,Never married/single,Fishermen and oystermen
1960,910,1,1747,2694,64.84780995,"Married, spouse present",Fishermen and oystermen
1960,910,2,64,2694,2.375649592,"Married, spouse absent",Fishermen and oystermen
1960,910,3,70,2694,2.598366741,Separated,Fishermen and oystermen
1960,910,4,95,2694,3.526354863,Divorced,Fishermen and oystermen
1960,910,5,106,2694,3.934669636,Widowed,Fishermen and oystermen
1960,910,6,612,2694,22.71714922,Never married/single,Fishermen and oystermen
1970,910,1,550,867,63.43713956,"Married, spouse present",Fishermen and oystermen
1970,910,2,22,867,2.537485582,"Married, spouse absent",Fishermen and oystermen
1970,910,3,17,867,1.960784314,Separated,Fishermen and oystermen
1970,910,4,44,867,5.074971165,Divorced,Fishermen and oystermen
1970,910,5,27,867,3.114186851,Widowed,Fishermen and oystermen
1970,910,6,207,867,23.87543253,Never married/single,Fishermen and oystermen
1980,910,1,2307,3984,57.90662651,"Married, spouse present",Fishermen and oystermen
1980,910,2,55,3984,1.380522088,"Married, spouse absent",Fishermen and oystermen
1980,910,3,122,3984,3.062248996,Separated,Fishermen and oystermen
1980,910,4,284,3984,7.128514056,Divorced,Fishermen and oystermen
1980,910,5,75,3984,1.88253012,Widowed,Fishermen and oystermen
1980,910,6,1141,3984,28.63955823,Never married/single,Fishermen and oystermen
1990,910,1,2425,4422,54.83943917,"Married, spouse present",Fishermen and oystermen
1990,910,2,55,4422,1.243781095,"Married, spouse absent",Fishermen and oystermen
1990,910,3,114,4422,2.578018996,Separated,Fishermen and oystermen
1990,910,4,452,4422,10.22161918,Divorced,Fishermen and oystermen
1990,910,5,64,4422,1.44730891,Widowed,Fishermen and oystermen
1990,910,6,1312,4422,29.66983265,Never married/single,Fishermen and oystermen
2000,910,1,2208,4277,51.62497077,"Married, spouse present",Fishermen and oystermen
2000,910,2,181,4277,4.231938274,"Married, spouse absent",Fishermen and oystermen
2000,910,3,81,4277,1.89385083,Separated,Fishermen and oystermen
2000,910,4,505,4277,11.80734159,Divorced,Fishermen and oystermen
2000,910,5,83,4277,1.940612579,Widowed,Fishermen and oystermen
2000,910,6,1219,4277,28.50128595,Never married/single,Fishermen and oystermen
2001,910,1,166,291,57.04467354,"Married, spouse present",Fishermen and oystermen
2001,910,2,5,291,1.718213058,"Married, spouse absent",Fishermen and oystermen
2001,910,3,4,291,1.374570447,Separated,Fishermen and oystermen
2001,910,4,39,291,13.40206186,Divorced,Fishermen and oystermen
2001,910,5,2,291,0.687285223,Widowed,Fishermen and oystermen
2001,910,6,75,291,25.77319588,Never married/single,Fishermen and oystermen
2002,910,1,169,287,58.88501742,"Married, spouse present",Fishermen and oystermen
2002,910,2,4,287,1.393728223,"Married, spouse absent",Fishermen and oystermen
2002,910,3,1,287,0.348432056,Separated,Fishermen and oystermen
2002,910,4,33,287,11.49825784,Divorced,Fishermen and oystermen
2002,910,5,8,287,2.787456446,Widowed,Fishermen and oystermen
2002,910,6,72,287,25.08710801,Never married/single,Fishermen and oystermen
2003,910,1,169,296,57.09459459,"Married, spouse present",Fishermen and oystermen
2003,910,2,6,296,2.027027027,"Married, spouse absent",Fishermen and oystermen
2003,910,3,4,296,1.351351351,Separated,Fishermen and oystermen
2003,910,4,34,296,11.48648649,Divorced,Fishermen and oystermen
2003,910,5,4,296,1.351351351,Widowed,Fishermen and oystermen
2003,910,6,79,296,26.68918919,Never married/single,Fishermen and oystermen
2004,910,1,155,271,57.19557196,"Married, spouse present",Fishermen and oystermen
2004,910,2,4,271,1.47601476,"Married, spouse absent",Fishermen and oystermen
2004,910,3,1,271,0.36900369,Separated,Fishermen and oystermen
2004,910,4,40,271,14.7601476,Divorced,Fishermen and oystermen
2004,910,5,3,271,1.10701107,Widowed,Fishermen and oystermen
2004,910,6,68,271,25.09225092,Never married/single,Fishermen and oystermen
2005,910,1,386,649,59.4761171,"Married, spouse present",Fishermen and oystermen
2005,910,2,10,649,1.540832049,"Married, spouse absent",Fishermen and oystermen
2005,910,3,9,649,1.386748844,Separated,Fishermen and oystermen
2005,910,4,72,649,11.09399076,Divorced,Fishermen and oystermen
2005,910,5,10,649,1.540832049,Widowed,Fishermen and oystermen
2005,910,6,162,649,24.9614792,Never married/single,Fishermen and oystermen
2006,910,1,354,660,53.63636364,"Married, spouse present",Fishermen and oystermen
2006,910,2,19,660,2.878787879,"Married, spouse absent",Fishermen and oystermen
2006,910,3,14,660,2.121212121,Separated,Fishermen and oystermen
2006,910,4,82,660,12.42424242,Divorced,Fishermen and oystermen
2006,910,5,14,660,2.121212121,Widowed,Fishermen and oystermen
2006,910,6,177,660,26.81818182,Never married/single,Fishermen and oystermen
2007,910,1,303,595,50.92436975,"Married, spouse present",Fishermen and oystermen
2007,910,2,23,595,3.865546218,"Married, spouse absent",Fishermen and oystermen
2007,910,3,20,595,3.361344538,Separated,Fishermen and oystermen
2007,910,4,82,595,13.78151261,Divorced,Fishermen and oystermen
2007,910,5,13,595,2.18487395,Widowed,Fishermen and oystermen
2007,910,6,154,595,25.88235294,Never married/single,Fishermen and oystermen
2008,910,1,342,628,54.45859873,"Married, spouse present",Fishermen and oystermen
2008,910,2,10,628,1.592356688,"Married, spouse absent",Fishermen and oystermen
2008,910,3,9,628,1.433121019,Separated,Fishermen and oystermen
2008,910,4,71,628,11.30573248,Divorced,Fishermen and oystermen
2008,910,5,9,628,1.433121019,Widowed,Fishermen and oystermen
2008,910,6,187,628,29.77707006,Never married/single,Fishermen and oystermen
2009,910,1,316,658,48.02431611,"Married, spouse present",Fishermen and oystermen
2009,910,2,15,658,2.279635258,"Married, spouse absent",Fishermen and oystermen
2009,910,3,16,658,2.431610942,Separated,Fishermen and oystermen
2009,910,4,92,658,13.98176292,Divorced,Fishermen and oystermen
2009,910,5,7,658,1.063829787,Widowed,Fishermen and oystermen
2009,910,6,212,658,32.21884498,Never married/single,Fishermen and oystermen
2010,910,1,317,664,47.74096386,"Married, spouse present",Fishermen and oystermen
2010,910,2,16,664,2.409638554,"Married, spouse absent",Fishermen and oystermen
2010,910,3,14,664,2.108433735,Separated,Fishermen and oystermen
2010,910,4,87,664,13.10240964,Divorced,Fishermen and oystermen
2010,910,5,12,664,1.807228916,Widowed,Fishermen and oystermen
2010,910,6,218,664,32.8313253,Never married/single,Fishermen and oystermen
2011,910,1,408,812,50.24630542,"Married, spouse present",Fishermen and oystermen
2011,910,2,19,812,2.339901478,"Married, spouse absent",Fishermen and oystermen
2011,910,3,13,812,1.600985222,Separated,Fishermen and oystermen
2011,910,4,108,812,13.30049261,Divorced,Fishermen and oystermen
2011,910,5,17,812,2.093596059,Widowed,Fishermen and oystermen
2011,910,6,247,812,30.41871921,Never married/single,Fishermen and oystermen
2012,910,1,365,809,45.11742892,"Married, spouse present",Fishermen and oystermen
2012,910,2,20,809,2.472187886,"Married, spouse absent",Fishermen and oystermen
2012,910,3,16,809,1.977750309,Separated,Fishermen and oystermen
2012,910,4,105,809,12.9789864,Divorced,Fishermen and oystermen
2012,910,5,15,809,1.854140915,Widowed,Fishermen and oystermen
2012,910,6,288,809,35.59950556,Never married/single,Fishermen and oystermen
2013,910,1,356,790,45.06329114,"Married, spouse present",Fishermen and oystermen
2013,910,2,16,790,2.025316456,"Married, spouse absent",Fishermen and oystermen
2013,910,3,24,790,3.037974684,Separated,Fishermen and oystermen
2013,910,4,96,790,12.15189873,Divorced,Fishermen and oystermen
2013,910,5,19,790,2.405063291,Widowed,Fishermen and oystermen
2013,910,6,279,790,35.3164557,Never married/single,Fishermen and oystermen
2014,910,1,359,754,47.6127321,"Married, spouse present",Fishermen and oystermen
2014,910,2,12,754,1.591511936,"Married, spouse absent",Fishermen and oystermen
2014,910,3,21,754,2.785145889,Separated,Fishermen and oystermen
2014,910,4,96,754,12.73209549,Divorced,Fishermen and oystermen
2014,910,5,9,754,1.193633952,Widowed,Fishermen and oystermen
2014,910,6,257,754,34.08488064,Never married/single,Fishermen and oystermen
2015,910,1,347,727,47.7303989,"Married, spouse present",Fishermen and oystermen
2015,910,2,18,727,2.475928473,"Married, spouse absent",Fishermen and oystermen
2015,910,3,7,727,0.962861073,Separated,Fishermen and oystermen
2015,910,4,76,727,10.45392022,Divorced,Fishermen and oystermen
2015,910,5,13,727,1.788170564,Widowed,Fishermen and oystermen
2015,910,6,266,727,36.58872077,Never married/single,Fishermen and oystermen
2016,910,1,379,741,51.14709852,"Married, spouse present",Fishermen and oystermen
